"","identifier","chromosome_name","start_position","end_position","strand","ensembl_gene_id","hgnc_symbol"
"608","loop_652","8",48174478,48378681,1,"ENSG00000302367, ENSG00000289275, ENSG00000299897, ENSG00000299913, ENSG00000224594, ENSG00000279881, ENSG00000253140, ENSG00000306077, ENSG00000253608, ENSG00000253688, ENSG00000304330, ENSG00000233858, ENSG00000253702, ENSG00000253455, ENSG00000253892, ENSG00000296714, ENSG00000296699, ENSG00000034239, ENSG00000286878, ENSG00000233109, ENSG00000019549, ENSG00000288761","RPL29P19, LINC02947, LINC02599, LINC02847, LINC03054, CLXN, SNAI2"
"609","loop_653","7",93591573,93911265,1,"ENSG00000127928, ENSG00000306701, ENSG00000306738, ENSG00000278388, ENSG00000127920, ENSG00000278959, ENSG00000105829, ENSG00000236861, ENSG00000285090","GNGT1,  GNG11, BET1, BET1-AS1"
"610","loop_654","4",81426393,82044244,-1,"ENSG00000138670, ENSG00000248282, ENSG00000248448, ENSG00000252762, ENSG00000248543, ENSG00000250826, ENSG00000202485","RASGEF1B, MTCYBP44, COX5BP1,  NPM1P41, HNRNPA3P13, RNU6-499P"
"611","loop_655","3",115147451,115565595,1,"ENSG00000242880, ENSG00000244157, ENSG00000309661, ENSG00000287795, ENSG00000288074, ENSG00000305615, ENSG00000172020, ENSG00000241596, ENSG00000289153","EIF4E2P2, GAP43"
"612","loop_656","1",5554747,5554881,1,"ENSG00000283356, ENSG00000289893, ENSG00000264341, ENSG00000295108, ENSG00000295122",""
"613","loop_657","1",113979391,114035572,1,"ENSG00000116774, ENSG00000270780, ENSG00000299309, ENSG00000282048, ENSG00000134207, ENSG00000232895, ENSG00000296214, ENSG00000273698","OLFML3, RPL13AP10,  SYT6, MRPL57P1"
"614","loop_658","X",17282637,17283093,1,"ENSG00000214321, ENSG00000238764, ENSG00000188158, ENSG00000265465, ENSG00000235834, ENSG00000230020","CBX1P4,  NHS, MIR4768, NHS-AS1"
"615","loop_659","15",81324301,81696991,1,"ENSG00000259343, ENSG00000259543, ENSG00000307988, ENSG00000307969, ENSG00000259692","TMC3-AS1,  LINC01418"
"616","loop_660","13",97110058,97114184,1,"ENSG00000303070, ENSG00000233124, ENSG00000306786, ENSG00000306826, ENSG00000139793, ENSG00000306806, ENSG00000286334","LINC00456, MBNL2"
"617","loop_661","11",83455012,85628335,-1,"ENSG00000150672","DLG2"
"618","loop_662","9",15163622,15307360,-1,"ENSG00000155158, ENSG00000306748, ENSG00000215236","TTC39B,  RPL7P33"
"619","loop_663","9",78869700,78881967,-1,"ENSG00000305775, ENSG00000306742, ENSG00000298572, ENSG00000226234, ENSG00000260995","KRT18P24"
"620","loop_665","6",161347417,162727775,-1,"ENSG00000185345, ENSG00000286805","PRKN"
"621","loop_667","5",76403285,76708132,1,"ENSG00000145703, ENSG00000249713, ENSG00000164220, ENSG00000225407, ENSG00000277188, ENSG00000278237, ENSG00000181104","IQGAP2,  F2RL2, F2R"
"622","loop_668","2",100599166,100611571,1,"ENSG00000234988, ENSG00000309950, ENSG00000287832, ENSG00000226034, ENSG00000234169, ENSG00000228488, ENSG00000298050, ENSG00000286737, ENSG00000295533, ENSG00000308555, ENSG00000289077, ENSG00000170485, ENSG00000230140","LINC01849,  NANOGNBP1, LINC01868, NPAS2, NPAS2-AS1"
"623","loop_669","2",119050673,119063989,1,"ENSG00000308819, ENSG00000144119, ENSG00000264833, ENSG00000309841, ENSG00000309858, ENSG00000115107, ENSG00000229867, ENSG00000309372, ENSG00000309392","C1QL2, RN7SL468P, STEAP3, STEAP3-AS1"
"624","loop_67","14",53152282,53883750,1,"ENSG00000258731, ENSG00000225680, ENSG00000226132, ENSG00000235269, ENSG00000295303, ENSG00000231922, ENSG00000266431, ENSG00000125378, ENSG00000287156, ENSG00000224004, ENSG00000297427, ENSG00000297446, ENSG00000300202","DDHD1-DT,  RPS3AP46, LINC02331, MIR5580, BMP4, ATP5F1CP1"
"625","loop_670","1",88992971,89113598,1,"ENSG00000307222, ENSG00000117226, ENSG00000202385, ENSG00000117228, ENSG00000234518, ENSG00000162645, ENSG00000289582, ENSG00000286802, ENSG00000213512, ENSG00000162654, ENSG00000284734, ENSG00000284637, ENSG00000289712, ENSG00000154451, ENSG00000237568, ENSG00000309100, ENSG00000309087, ENSG00000238081, ENSG00000233235","GBP3, GBP1, PTGES3P1, GBP2, GBP7, GBP4, GBP5"
"626","loop_671","1",113093331,113206424,-1,"ENSG00000303525, ENSG00000233839, ENSG00000236887, ENSG00000303143, ENSG00000081026, ENSG00000232499, ENSG00000238256","MAGI3, MTND5P20"
"627","loop_672","1",214603185,214664574,1,"ENSG00000117724, ENSG00000185221, ENSG00000223869, ENSG00000287008, ENSG00000301918, ENSG00000082482, ENSG00000282265, ENSG00000232809, ENSG00000304795, ENSG00000304814","CENPF, GAPDHP24,  KCNK2, VDAC1P10"
"628","loop_673","18",29746714,29921827,-1,"ENSG00000304402, ENSG00000295284, ENSG00000295305",""
"629","loop_674","15",99405525,99452743,-1,"ENSG00000259341, ENSG00000274294, ENSG00000305924, ENSG00000307638, ENSG00000307658, ENSG00000310039, ENSG00000286893, ENSG00000310077, ENSG00000279846, ENSG00000310056, ENSG00000296016, ENSG00000305595, ENSG00000241562, ENSG00000310223, ENSG00000068305, ENSG00000201724","LINC03080,  RPL7P5, MEF2A"
"630","loop_675","8",30921060,30921335,1,"ENSG00000253204, ENSG00000253793, ENSG00000172733, ENSG00000165392","PURG, WRN"
"631","loop_678","4",123539026,123962704,1,"ENSG00000249464, ENSG00000304279, ENSG00000304240, ENSG00000250458, ENSG00000286700, ENSG00000250484","LINC01091,  PPIAP76"
"632","loop_679","3",98901046,99316259,1,"ENSG00000240476, ENSG00000297612","LINC00973"
"633","loop_68","14",58646631,59184247,1,"ENSG00000258583, ENSG00000258685, ENSG00000258996, ENSG00000296245, ENSG00000296267, ENSG00000100592, ENSG00000296230, ENSG00000296970, ENSG00000181619","LINC01500, AKR1B1P5, PPIAP5,  DAAM1, GPR135"
"634","loop_681","2",152116801,152175763,-1,"ENSG00000115145, ENSG00000286234, ENSG00000304568, ENSG00000199884, ENSG00000157827, ENSG00000298252, ENSG00000213197, ENSG00000287085, ENSG00000270776, ENSG00000286207","STAM2,  FMNL2, NUDCP1"
"635","loop_682","1",17189782,17198369,1,"ENSG00000204362, ENSG00000282843, ENSG00000142623, ENSG00000142619, ENSG00000266634, ENSG00000159339, ENSG00000276747, ENSG00000227751, ENSG00000179051","LINC02783,  PADI1, PADI3, MIR3972, PADI4, PADI6, RCC2-AS1, RCC2"
"636","loop_683","1",201893842,201899982,1,"ENSG00000223774, ENSG00000163431, ENSG00000308569, ENSG00000308011, ENSG00000134375, ENSG00000206637, ENSG00000238003, ENSG00000176393, ENSG00000234678, ENSG00000275207, ENSG00000163435, ENSG00000249007, ENSG00000232296, ENSG00000235811, ENSG00000212512, ENSG00000294430, ENSG00000227109","LMOD1, TIMM17A, SNORA70H, RPL10P4, RNPEP, ELF3-AS1, MIR6740, ELF3, CRIP1P3"
"637","loop_684","11",74807739,74949200,-1,"ENSG00000166435, ENSG00000286943, ENSG00000118363, ENSG00000200152, ENSG00000162139, ENSG00000284722, ENSG00000234611, ENSG00000213333, ENSG00000171561, ENSG00000255395, ENSG00000137491, ENSG00000254475, ENSG00000255136, ENSG00000255460, ENSG00000308808, ENSG00000261594","XRRA1,  SPCS2, RNU6-216P, NEU3, OR2AT2P, NPM1P50, OR2AT4, SLCO2B1, OR2AT1P, TPBGL-AS1, ZDHHC20P3, TPBGL"
"638","loop_685","10",96593315,96720514,-1,"ENSG00000155629, ENSG00000297649, ENSG00000207287, ENSG00000236552, ENSG00000207976","PIK3AP1,  RNU6-1274P, RPL13AP5, MIR607"
"639","loop_686","9",84668375,85095751,1,"ENSG00000148053, ENSG00000302353, ENSG00000294502, ENSG00000226590, ENSG00000285556, ENSG00000307168, ENSG00000287930","NTRK2,  UBE2V1P10"
"640","loop_688","6",108029245,108165854,-1,"ENSG00000081087, ENSG00000225174, ENSG00000112333, ENSG00000279398, ENSG00000297798, ENSG00000112335, ENSG00000233511, ENSG00000212525, ENSG00000286562, ENSG00000230248, ENSG00000206974, ENSG00000135537, ENSG00000238055, ENSG00000279498, ENSG00000302120, ENSG00000238079, ENSG00000227072, ENSG00000200799, ENSG00000287044","OSTM1, OSTM1-AS1, NR2E1,  SNX3, RNA5SP212, RNU6-1144P, AFG1L, RPL36AP24, RNU6-770P"
"641","loop_689","6",168368316,168369534,1,"ENSG00000297331, ENSG00000260771, ENSG00000295716, ENSG00000295727, ENSG00000295733, ENSG00000295747, ENSG00000297227, ENSG00000297265, ENSG00000297183, ENSG00000112562, ENSG00000297201, ENSG00000297247, ENSG00000289090, ENSG00000297313, ENSG00000280665, ENSG00000306660","SMOC2"
"642","loop_690","5",113633288,113716542,1,"ENSG00000305424, ENSG00000286839, ENSG00000301391, ENSG00000080709, ENSG00000300763, ENSG00000222706","KCNN2, RN7SKP89"
"643","loop_691","4",21949015,22330330,1,"ENSG00000250039, ENSG00000306933, ENSG00000308989, ENSG00000289849, ENSG00000309702, ENSG00000152990","ADGRA3"
"644","loop_692","3",169083499,169663775,-1,"ENSG00000085276, ENSG00000305212, ENSG00000308953, ENSG00000241479, ENSG00000302206, ENSG00000213178, ENSG00000242795, ENSG00000302253, ENSG00000302232, ENSG00000302271","MECOM,  MECOM-AS1, RPL22P1"
"645","loop_694","1",161505430,161524013,1,"ENSG00000143226, ENSG00000294554, ENSG00000273112, ENSG00000289273, ENSG00000173110, ENSG00000298116, ENSG00000224203, ENSG00000310467, ENSG00000203747, ENSG00000289768, ENSG00000224515, ENSG00000244682, ENSG00000310471, ENSG00000225217, ENSG00000310476, ENSG00000231586, ENSG00000162747, ENSG00000310486, ENSG00000302307, ENSG00000301529, ENSG00000072694, ENSG00000234211, ENSG00000293173, ENSG00000213075, ENSG00000199595, ENSG00000132185, ENSG00000162746, ENSG00000307516, ENSG00000241347","FCGR2A,  HSPA6, RPS23P10, FCGR3A, FCGR2C, HSPA7, RPS23P9, FCGR3B, FCGR2B, RPL31P11, FCRLA, FCRLB, RN7SL466P"
"646","loop_695","1",162069691,162370475,1,"ENSG00000198929, ENSG00000285636, ENSG00000266144, ENSG00000227094, ENSG00000252262, ENSG00000207729, ENSG00000254706, ENSG00000171722, ENSG00000239887","NOS1AP,  MIR4654, RNA5SP61, MIR556, SPATA46, C1orf226"
"647","loop_696","X",56729241,56819179,1,"ENSG00000204272, ENSG00000204271, ENSG00000224799","NBDY, SPIN3"
"648","loop_697","12",7237432,7240986,1,"ENSG00000256480, ENSG00000299889, ENSG00000215009, ENSG00000298994, ENSG00000177675, ENSG00000255836, ENSG00000177575, ENSG00000290059, ENSG00000235868, ENSG00000303381, ENSG00000256331, ENSG00000255977, ENSG00000284327, ENSG00000284591, ENSG00000284522, ENSG00000285142","ACSM4, CD163L1, CD163, GAPDHP31, NIFKP3"
"649","loop_699","5",116574482,116611200,1,"ENSG00000249167, ENSG00000305507, ENSG00000298637, ENSG00000197575, ENSG00000302481, ENSG00000251311, ENSG00000308692, ENSG00000249150, ENSG00000303596, ENSG00000296718","SEMA6A-AS2,  RPS17P2, LINC02214"
"650","loop_7","10",70815905,70958701,1,"ENSG00000166224, ENSG00000259267, ENSG00000285300, ENSG00000289739, ENSG00000306492","SGPL1, LINC02622"
"651","loop_70","14",62314238,62573754,1,"ENSG00000296937, ENSG00000296961, ENSG00000258638, ENSG00000258877, ENSG00000140015, ENSG00000259093, ENSG00000258995, ENSG00000296192, ENSG00000126785","ATP5F1AP4, KCNH5, PARP1P2, RHOJ"
"652","loop_700","3",59050098,59811310,1,"ENSG00000243295, ENSG00000299662, ENSG00000277592, ENSG00000189283","CFAP20DC-DT,  FHIT"
"653","loop_701","2",16818179,16907831,1,"ENSG00000304877, ENSG00000224604, ENSG00000237670, ENSG00000222842, ENSG00000309887","LINC01866, RN7SKP168"
"654","loop_702","2",97756333,97995948,-1,"ENSG00000075568, ENSG00000235734, ENSG00000238719, ENSG00000296263, ENSG00000168658, ENSG00000301791, ENSG00000309695, ENSG00000305674","TMEM131, HMGN1P36, RNU7-96P,  VWA3B"
"655","loop_703","2",227626828,227657748,1,"ENSG00000307693, ENSG00000284667, ENSG00000135917, ENSG00000284725, ENSG00000284718, ENSG00000284635, ENSG00000252346, ENSG00000296555, ENSG00000226718, ENSG00000229172, ENSG00000115009, ENSG00000303691, ENSG00000295091, ENSG00000183514, ENSG00000123977","SCYGR5, SLC19A3, SCYGR6, SCYGR7, SCYGR8, RNA5SP121, SNRPGP8, CCL20, CRIPTOP2, DAW1"
"656","loop_704","1",46757838,46819413,1,"ENSG00000142973, ENSG00000290456, ENSG00000154198, ENSG00000238145, ENSG00000187048, ENSG00000259832, ENSG00000261196, ENSG00000261593, ENSG00000261290","CYP4B1, CYP4Z2P, TUBAP8, CYP4A11, CYP4A26P, CYP4A43P, CYP4A27P, CYP4A44P"
"657","loop_706","20",33489486,33489892,-1,"ENSG00000304806, ENSG00000078699","CBFA2T2"
"658","loop_707","17",69563386,69903566,1,"ENSG00000227517, ENSG00000301394, ENSG00000267184, ENSG00000301419, ENSG00000237560, ENSG00000295979, ENSG00000295996, ENSG00000199801, ENSG00000306513, ENSG00000230258, ENSG00000304946, ENSG00000267603, ENSG00000153822, ENSG00000298578, ENSG00000267365, ENSG00000123700","LINC01483,  LINC01497, LINC01028, KCNJ16, KCNJ2-AS1, KCNJ2"
"659","loop_708","16",82277407,82317755,-1,"ENSG00000307970, ENSG00000259873, ENSG00000261285, ENSG00000307474, ENSG00000307496",""
"660","loop_709","13",26132115,26222314,-1,"ENSG00000127870, ENSG00000277368, ENSG00000271559, ENSG00000299936, ENSG00000227882, ENSG00000132964, ENSG00000278413, ENSG00000295823, ENSG00000285929","RNF6,  THAP12P6, CDK8"
"661","loop_71","14",62314238,62573754,1,"ENSG00000296937, ENSG00000296961, ENSG00000258638, ENSG00000258877, ENSG00000140015","ATP5F1AP4, KCNH5"
"662","loop_710","9",77423079,77648322,-1,"ENSG00000156049, ENSG00000295843, ENSG00000231373, ENSG00000228248, ENSG00000201711, ENSG00000156052","GNA14,  GNA14-AS1, NUTF2P3, RNU6-1303P, GNAQ"
"663","loop_711","7",81946444,82443956,-1,"ENSG00000153956, ENSG00000306521, ENSG00000306495, ENSG00000300590","CACNA2D1"
"664","loop_712","4",147291664,147327199,1,"ENSG00000298313, ENSG00000221369, ENSG00000241281, ENSG00000249004, ENSG00000151617, ENSG00000280219, ENSG00000251254, ENSG00000251298, ENSG00000251688","MIR548G, RPL31P26, PRMT5P1, EDNRA, GTF2F2P1, TMEM184C-DT, LINC02507"
"665","loop_713","1",17066761,17119451,-1,"ENSG00000117115, ENSG00000204362, ENSG00000282843, ENSG00000142623, ENSG00000142619, ENSG00000266634, ENSG00000159339, ENSG00000276747, ENSG00000227751, ENSG00000179051","PADI2, LINC02783,  PADI1, PADI3, MIR3972, PADI4, PADI6, RCC2-AS1, RCC2"
"666","loop_714","1",56154545,56477687,-1,"ENSG00000260971, ENSG00000284686, ENSG00000223956, ENSG00000300970, ENSG00000162407, ENSG00000236776","LINC01767, PLPP3, RPL21P23"
"667","loop_715","1",220313945,220315565,-1,"ENSG00000230318, ENSG00000232883, ENSG00000226927, ENSG00000260505, ENSG00000293784, ENSG00000297890, ENSG00000235163, ENSG00000234863, ENSG00000231529, ENSG00000226226, ENSG00000307723, ENSG00000116141, ENSG00000243872, ENSG00000233012, ENSG00000293204, ENSG00000162817, ENSG00000307004, ENSG00000117791","XRCC6P3, RPLP0P5,  RPL7AP81, LINC02779, PRELID3BP1, MARK1, RN7SL464P, HDAC1P2, C1orf115, MTARC2"
"668","loop_716","20",7069614,7146656,1,"ENSG00000232271",""
"669","loop_717","17",29625938,29930276,-1,"ENSG00000141298, ENSG00000240074, ENSG00000263477, ENSG00000239129, ENSG00000176927, ENSG00000264435, ENSG00000207011, ENSG00000267482, ENSG00000265289, ENSG00000266876, ENSG00000265394","SSH2, RPL9P30,  EFCAB5, RNY4P13"
"670","loop_718","13",60618983,61176809,1,"ENSG00000225249, ENSG00000279657, ENSG00000206854, ENSG00000227510, ENSG00000309859","LINC00378,  RNY3P5, LINC01442"
"671","loop_72","1",46040140,46133036,-1,"ENSG00000117461, ENSG00000278139, ENSG00000226957, ENSG00000233114, ENSG00000227857, ENSG00000298522, ENSG00000117472, ENSG00000250719","PIK3R3, P3R3URF-PIK3R3,  COX7BP4, TSPAN1, P3R3URF"
"672","loop_721","8",74948283,74973071,1,"ENSG00000299186, ENSG00000121005, ENSG00000254238, ENSG00000249395, ENSG00000303615, ENSG00000253712","CRISPLD1, CASC9, LINC02886"
"673","loop_723","6",137143820,137173648,-1,"ENSG00000164485, ENSG00000027697, ENSG00000308723, ENSG00000307896, ENSG00000293815, ENSG00000293844, ENSG00000306421, ENSG00000306409, ENSG00000177468, ENSG00000213108","IL22RA2, IFNGR1,  OLIG3, BTF3L4P3"
"674","loop_724","5",14143342,14532128,1,"ENSG00000038382, ENSG00000307738, ENSG00000145569, ENSG00000248791, ENSG00000261360, ENSG00000250526","TRIO,  OTULINL, OTULIN-DT, CCT6P2"
"675","loop_725","4",83796421,84299240,-1,"ENSG00000250546, ENSG00000307287, ENSG00000200108, ENSG00000214980","LINC02994,  RNU6-774P"
"676","loop_726","4",181036398,181159473,-1,"ENSG00000248197, ENSG00000301395, ENSG00000248770, ENSG00000249460, ENSG00000304972, ENSG00000300606, ENSG00000305728, ENSG00000225356","LINC00290,  LINC02500"
"677","loop_727","2",32946953,33399509,1,"ENSG00000049323, ENSG00000223951","LTBP1, H2ACP2"
"678","loop_728","1",181317690,181813262,1,"ENSG00000198216, ENSG00000297520, ENSG00000302070, ENSG00000273573, ENSG00000252977, ENSG00000287452, ENSG00000222397","CACNA1E,  RNA5SP70, RN7SKP229"
"679","loop_729","20",9986088,10007116,1,"ENSG00000243961, ENSG00000132623, ENSG00000227906, ENSG00000276525, ENSG00000132639, ENSG00000232448, ENSG00000305058, ENSG00000305078, ENSG00000289505, ENSG00000286936, ENSG00000305016, ENSG00000237005, ENSG00000305029, ENSG00000214835, ENSG00000230750, ENSG00000125863, ENSG00000285508, ENSG00000285723","PARAL1, ANKEF1, SNAP25-AS1,  SNAP25, HIGD1AP15, RPL23AP6, SDAD1P2, MKKS"
"680","loop_73","14",69854131,70032366,1,"ENSG00000198732, ENSG00000308116, ENSG00000242071","SMOC1,  RPL7AP6"
"681","loop_730","18",53947296,53959138,1,"ENSG00000293986",""
"682","loop_731","18",57780591,57895643,1,"ENSG00000303117, ENSG00000301416, ENSG00000301441, ENSG00000267209, ENSG00000298214, ENSG00000235028, ENSG00000049759","LINC01897, HMGN1P30, NEDD4L"
"683","loop_732","17",65278027,65287458,-1,"ENSG00000298761, ENSG00000298779, ENSG00000301434, ENSG00000263520, ENSG00000305819, ENSG00000168646, ENSG00000266076, ENSG00000154240, ENSG00000271587, ENSG00000270870","LINC02563, AXIN2, CEP112"
"684","loop_733","17",80036632,80100613,1,"ENSG00000141519, ENSG00000265561, ENSG00000171298, ENSG00000275479, ENSG00000141543, ENSG00000279259, ENSG00000309283, ENSG00000141527, ENSG00000262580, ENSG00000181523, ENSG00000181045","CCDC40, MIR1268B, GAA,  EIF4A3, CARD14, SGSH, SLC26A11"
"685","loop_734","14",94726288,94727175,1,"ENSG00000239269, ENSG00000133937, ENSG00000285205, ENSG00000240914, ENSG00000298101, ENSG00000306730, ENSG00000274379, ENSG00000258933, ENSG00000296022, ENSG00000258866, ENSG00000100697","RPSAP4, GSC,  RPL15P2, LINC02279, DICER1"
"686","loop_735","8",125091679,125367125,1,"ENSG00000156831, ENSG00000242170, ENSG00000254431, ENSG00000309211, ENSG00000309230, ENSG00000297565, ENSG00000298859, ENSG00000173334","NSMCE2, RN7SL329P,  TRIB1"
"687","loop_736","6",14141253,14211218,-1,"ENSG00000285639, ENSG00000286281, ENSG00000230631, ENSG00000226673, ENSG00000286277, ENSG00000295484, ENSG00000237346, ENSG00000234261, ENSG00000295537, ENSG00000206960, ENSG00000295519, ENSG00000295463","LINC01108, RNU6-793P"
"688","loop_737","6",146027646,146437601,1,"ENSG00000152822, ENSG00000187103, ENSG00000222971, ENSG00000216811, ENSG00000304271, ENSG00000118508, ENSG00000237468, ENSG00000118492, ENSG00000273719, ENSG00000207431","GRM1, FUNDC2P3, RNA5SP222,  RAB32, ADGB-DT, ADGB, RNU6-906P"
"689","loop_738","5",135475420,135476834,-1,"ENSG00000308968, ENSG00000250167, ENSG00000145832, ENSG00000181965, ENSG00000294972, ENSG00000145824, ENSG00000294952, ENSG00000251045, ENSG00000294929, ENSG00000223539, ENSG00000265924, ENSG00000250378, ENSG00000304530","SLC25A48, NEUROG1, CXCL14, SLC25A48-AS1, MIR5692C1"
"690","loop_74","14",71094125,71254354,-1,"ENSG00000286423, ENSG00000309314, ENSG00000259907, ENSG00000258517, ENSG00000269945, ENSG00000309328, ENSG00000259146, ENSG00000197555, ENSG00000259079, ENSG00000207444, ENSG00000242330, ENSG00000303546, ENSG00000285612, ENSG00000285518, ENSG00000302484","SIPA1L1-AS1, SIPA1L1, SNORD56B, RN7SL683P"
"691","loop_740","2",178112424,178139011,1,"ENSG00000155636, ENSG00000223096, ENSG00000079156, ENSG00000223960","RBM45, RNU5E-9P, OSBPL6, CHROMR"
"692","loop_741","X",18395994,18396095,-1,"ENSG00000207025, ENSG00000008086, ENSG00000236187, ENSG00000102104, ENSG00000086717, ENSG00000237221, ENSG00000300913, ENSG00000196564, ENSG00000224224","CDKL5, GJA6P, RS1, PPEF1, PPEF1-AS1, BLOC1S6P1, HAUS1P2"
"693","loop_742","14",53152282,53883750,1,"ENSG00000258731, ENSG00000225680, ENSG00000226132, ENSG00000235269, ENSG00000295303, ENSG00000231922, ENSG00000266431, ENSG00000125378, ENSG00000287156, ENSG00000224004, ENSG00000297427, ENSG00000297446","DDHD1-DT,  RPS3AP46, LINC02331, MIR5580, BMP4, ATP5F1CP1"
"694","loop_743","12",3871542,3916616,1,"ENSG00000256862, ENSG00000288729, ENSG00000310182, ENSG00000298675, ENSG00000256969, ENSG00000308279, ENSG00000256356, ENSG00000293068, ENSG00000242444, ENSG00000294684, ENSG00000289105, ENSG00000294992, ENSG00000298123, ENSG00000298091, ENSG00000255920, ENSG00000118971, ENSG00000285901, ENSG00000290063","PARP11-AS1,  HSPA8P5, CCND2-AS1, CCND2"
"695","loop_744","9",14317073,14495250,1,"ENSG00000225472, ENSG00000309593, ENSG00000237137, ENSG00000273399, ENSG00000175893, ENSG00000272871, ENSG00000229029, ENSG00000301867, ENSG00000147869, ENSG00000164946","NFIB-AS1,  ZDHHC21, CDCA4P1, CER1, FREM1"
"696","loop_745","9",84668375,85095751,1,"ENSG00000148053, ENSG00000302353, ENSG00000294502, ENSG00000226590, ENSG00000285556, ENSG00000307168, ENSG00000287930","NTRK2,  UBE2V1P10"
"697","loop_746","7",18086949,19002416,1,"ENSG00000048052, ENSG00000295734, ENSG00000222164, ENSG00000226522, ENSG00000232492, ENSG00000122691","HDAC9,  RN7SKP266, HDAC9-AS1, NPM1P13, TWIST1"
